#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: CapGuyDemo@2x.png (2048 x 1932)
# $TexturePacker:SmartUpdate:e83a3847988829d9030aa268a298dc3e:ac7608d1f04ab193bff21724566c15eb:1a29484f10f40756034a0cb4556342aa$
#

Background;0;2;2;2044;1536;2044;1536;0.5;0.5
capguy/turn/0001;0;335;1540;167;302;207;329;0.5;0.5082781456953642
capguy/turn/0002;0;335;1540;167;302;207;329;0.5;0.5082781456953642
capguy/turn/0003;0;1260;1540;141;306;207;329;0.4645390070921986;0.5212418300653595
capguy/turn/0004;0;1260;1540;141;306;207;329;0.4645390070921986;0.5212418300653595
capguy/turn/0005;1;1683;1671;312;126;207;329;0.5833333333333334;0.5272435897435898
capguy/turn/0006;1;1683;1671;312;126;207;329;0.5833333333333334;0.5272435897435898
capguy/turn/0007;1;1683;1540;314;129;207;329;0.7558139534883721;0.5238853503184714
capguy/turn/0008;1;1683;1540;314;129;207;329;0.7558139534883721;0.5238853503184714
capguy/turn/0009;1;1683;1799;300;129;207;329;0.7170542635658915;0.505
capguy/turn/0010;1;1683;1799;300;129;207;329;0.7170542635658915;0.505
capguy/turn/0011;0;818;1540;151;307;207;329;0.6854304635761589;0.5195439739413681
capguy/turn/0012;0;818;1540;151;307;207;329;0.6854304635761589;0.5195439739413681
capguy/walk/0001;0;504;1540;158;316;187;324;0.49683544303797467;0.5031645569620253
capguy/walk/0002;0;504;1540;158;316;187;324;0.49683544303797467;0.5031645569620253
capguy/walk/0003;0;165;1540;168;303;187;324;0.5565476190476191;0.5082508250825083
capguy/walk/0004;0;165;1540;168;303;187;324;0.5565476190476191;0.5082508250825083
capguy/walk/0005;0;664;1540;152;307;187;324;0.4440789473684211;0.5211726384364821
capguy/walk/0006;0;664;1540;152;307;187;324;0.4440789473684211;0.5211726384364821
capguy/walk/0007;0;1403;1540;141;306;187;324;0.36524822695035464;0.5261437908496732
capguy/walk/0008;0;1403;1540;141;306;187;324;0.36524822695035464;0.5261437908496732
capguy/walk/0009;0;1119;1540;139;311;187;324;0.4352517985611511;0.5112540192926045
capguy/walk/0010;0;1119;1540;139;311;187;324;0.4352517985611511;0.5112540192926045
capguy/walk/0011;0;1546;1540;135;311;187;324;0.4777777777777778;0.49517684887459806
capguy/walk/0012;0;1546;1540;135;311;187;324;0.4777777777777778;0.49517684887459806
capguy/walk/0013;0;971;1540;146;314;187;324;0.4212328767123288;0.5095541401273885
capguy/walk/0014;0;971;1540;146;314;187;324;0.4212328767123288;0.5095541401273885
capguy/walk/0015;0;2;1540;161;319;187;324;0.4440993788819876;0.5047021943573667
capguy/walk/0016;0;2;1540;161;319;187;324;0.4440993788819876;0.5047021943573667
